date,store_id,product_id,price,promotion,demand
2024-01-15,Store_2,Product_B,42.39,0,27
2024-01-15,Store_3,Product_B,28.93,0,32
2024-01-15,Store_1,Product_C,23.95,0,60
2024-01-15,Store_2,Product_C,47.06,0,98
2024-01-15,Store_3,Product_C,43.67,0,87
2024-01-15,Store_1,Product_D,43.01,0,33
2024-01-15,Store_2,Product_D,36.61,1,67
2024-01-15,Store_3,Product_D,42.66,0,65
2024-01-16,Store_1,Product_A,45.99,0,64
2024-01-16,Store_2,Product_A,19.29,0,95
2024-01-16,Store_3,Product_A,46.26,0,83
2024-01-16,Store_1,Product_B,39.22,0,29
2024-01-16,Store_2,Product_B,41.76,0,66
2024-01-16,Store_3,Product_B,16.07,0,60
2024-01-16,Store_1,Product_C,11.34,0,56
2024-01-16,Store_2,Product_C,42.85,0,97
2024-01-16,Store_3,Product_C,28.28,0,52
2024-01-16,Store_1,Product_D,19.17,0,42
2024-01-16,Store_2,Product_D,10.49,0,104
2024-01-16,Store_3,Product_D,23.83,0,57
2024-01-17,Store_1,Product_A,23.7,1,50
2024-01-17,Store_2,Product_A,46.47,0,60
2024-01-17,Store_3,Product_A,20.24,0,87
2024-01-17,Store_1,Product_B,10.92,0,97
2024-01-17,Store_2,Product_B,26.97,0,53
2024-01-17,Store_3,Product_B,14.53,0,33
2024-01-17,Store_1,Product_C,17.45,0,40
2024-01-17,Store_2,Product_C,33.65,0,80
2024-01-17,Store_3,Product_C,39.77,0,45
2024-01-17,Store_1,Product_D,25.93,0,44
2024-01-17,Store_2,Product_D,46.92,1,59
2024-01-17,Store_3,Product_D,11.31,0,24
2024-01-18,Store_1,Product_A,33.11,0,78
2024-01-18,Store_2,Product_A,18.51,0,40
2024-01-18,Store_3,Product_A,48.44,0,69
2024-01-18,Store_1,Product_B,30.09,1,99
2024-01-18,Store_2,Product_B,25.89,0,29
2024-01-18,Store_3,Product_B,17.63,0,82
2024-01-18,Store_1,Product_C,43.46,0,58
2024-01-18,Store_2,Product_C,31.38,0,72
2024-01-18,Store_3,Product_C,14.12,0,57
2024-01-18,Store_1,Product_D,20.83,0,23
2024-01-18,Store_2,Product_D,11.02,0,58
2024-01-18,Store_3,Product_D,18.88,0,26
2024-01-19,Store_1,Product_A,33.8,0,85
2024-01-19,Store_2,Product_A,19.53,0,63
2024-01-19,Store_3,Product_A,49.55,1,82
2024-01-19,Store_1,Product_B,36.72,0,40
2024-01-19,Store_2,Product_B,45.85,0,37
2024-01-19,Store_3,Product_B,46.42,0,75
2024-01-19,Store_1,Product_C,20.38,0,97
2024-01-19,Store_2,Product_C,23.81,1,45
2024-01-19,Store_3,Product_C,21.78,0,36
2024-01-19,Store_1,Product_D,37.95,0,36
2024-01-19,Store_2,Product_D,15.57,0,40
2024-01-19,Store_3,Product_D,46.57,0,59
2024-01-20,Store_1,Product_A,20.96,0,74
2024-01-20,Store_2,Product_A,10.44,0,101
2024-01-20,Store_3,Product_A,44.96,1,77
2024-01-20,Store_1,Product_B,46.58,0,83
2024-01-20,Store_2,Product_B,40.84,0,39
2024-01-20,Store_3,Product_B,13.31,0,71
2024-01-20,Store_1,Product_C,12.73,0,57
2024-01-20,Store_2,Product_C,21.88,0,64
2024-01-20,Store_3,Product_C,36.55,0,76
2024-01-20,Store_1,Product_D,31.59,0,56
2024-01-20,Store_2,Product_D,16.19,1,101
2024-01-20,Store_3,Product_D,39.13,0,106
2024-01-21,Store_1,Product_A,27.39,0,87
2024-01-21,Store_2,Product_A,10.21,1,83
2024-01-21,Store_3,Product_A,13.66,0,34
2024-01-21,Store_1,Product_B,48.33,0,72
2024-01-21,Store_2,Product_B,40.36,0,34
2024-01-21,Store_3,Product_B,29.58,0,101
2024-01-21,Store_1,Product_C,12.06,0,35
2024-01-21,Store_2,Product_C,17.22,1,59
2024-01-21,Store_3,Product_C,37.9,0,31
2024-01-21,Store_1,Product_D,28.97,1,100
2024-01-21,Store_2,Product_D,30.9,0,68
2024-01-21,Store_3,Product_D,14.82,0,53
2024-01-22,Store_1,Product_A,23.59,0,24
2024-01-22,Store_2,Product_A,31.54,1,58
2024-01-22,Store_3,Product_A,30.81,0,52
2024-01-22,Store_1,Product_B,44.8,0,87
2024-01-22,Store_2,Product_B,17.42,0,55
2024-01-22,Store_3,Product_B,12.11,0,60
2024-01-22,Store_1,Product_C,35.1,0,82
2024-01-22,Store_2,Product_C,10.13,0,34
2024-01-22,Store_3,Product_C,21.49,0,62
2024-01-22,Store_1,Product_D,46.41,0,43
2024-01-22,Store_2,Product_D,25.37,0,96
2024-01-22,Store_3,Product_D,13.58,0,63
2024-01-23,Store_1,Product_A,45.37,1,117
2024-01-23,Store_2,Product_A,12.6,0,48
2024-01-23,Store_3,Product_A,35.99,1,116
2024-01-23,Store_1,Product_B,25.36,0,109
2024-01-23,Store_2,Product_B,41.18,0,61
2024-01-23,Store_3,Product_B,30.73,0,69
2024-01-23,Store_1,Product_C,16.96,1,69
2024-01-23,Store_2,Product_C,45.9,1,102
2024-01-23,Store_3,Product_C,31.48,0,43
2024-01-23,Store_1,Product_D,20.62,1,62
2024-01-23,Store_2,Product_D,48.23,1,73
2024-01-23,Store_3,Product_D,39.41,1,84
2024-01-24,Store_1,Product_A,37.83,0,102
2024-01-24,Store_2,Product_A,37.33,0,56
2024-01-24,Store_3,Product_A,12.46,1,112
2024-01-24,Store_1,Product_B,36.48,0,86
2024-01-24,Store_2,Product_B,20.68,0,64
2024-01-24,Store_3,Product_B,16.29,0,64
2024-01-24,Store_1,Product_C,43.48,0,76
2024-01-24,Store_2,Product_C,17.57,0,91
2024-01-24,Store_3,Product_C,44.87,1,46
2024-01-24,Store_1,Product_D,10.04,1,68
2024-01-24,Store_2,Product_D,30.3,1,45
2024-01-24,Store_3,Product_D,25.07,0,40
2024-01-25,Store_1,Product_A,41.19,0,88
2024-01-25,Store_2,Product_A,43.6,0,95
2024-01-25,Store_3,Product_A,47.28,0,48
2024-01-25,Store_1,Product_B,12.69,0,88
2024-01-25,Store_2,Product_B,12.32,0,43
2024-01-25,Store_3,Product_B,10.98,0,71
2024-01-25,Store_1,Product_C,24.87,1,51
2024-01-25,Store_2,Product_C,28.74,0,52
2024-01-25,Store_3,Product_C,28.06,0,29
2024-01-25,Store_1,Product_D,43.6,0,49
2024-01-25,Store_2,Product_D,36.18,0,69
2024-01-25,Store_3,Product_D,44.29,1,58
2024-01-26,Store_1,Product_A,27.69,0,23
2024-01-26,Store_2,Product_A,18.52,0,55
2024-01-26,Store_3,Product_A,38.6,1,101
2024-01-26,Store_1,Product_B,17.42,1,83
2024-01-26,Store_2,Product_B,16.15,0,48
2024-01-26,Store_3,Product_B,15.25,0,81
2024-01-26,Store_1,Product_C,48.7,1,95
2024-01-26,Store_2,Product_C,34.29,0,94
2024-01-26,Store_3,Product_C,29.66,0,32
2024-01-26,Store_1,Product_D,22.41,0,21
2024-01-26,Store_2,Product_D,28.58,0,95
2024-01-26,Store_3,Product_D,37.8,0,69
2024-01-27,Store_1,Product_A,46.31,1,81
2024-01-27,Store_2,Product_A,49.47,0,68
2024-01-27,Store_3,Product_A,29.29,0,52
2024-01-27,Store_1,Product_B,23.06,0,57
2024-01-27,Store_2,Product_B,45.3,0,18
2024-01-27,Store_3,Product_B,37.58,0,55
2024-01-27,Store_1,Product_C,16.7,0,39
2024-01-27,Store_2,Product_C,33.79,1,106
2024-01-27,Store_3,Product_C,31.65,0,99
2024-01-27,Store_1,Product_D,41.34,0,75
2024-01-27,Store_2,Product_D,32.12,0,37
2024-01-27,Store_3,Product_D,16.56,0,28
2024-01-28,Store_1,Product_A,12.41,0,34
2024-01-28,Store_2,Product_A,23.16,0,66
2024-01-28,Store_3,Product_A,41.59,0,68
2024-01-28,Store_1,Product_B,19.14,0,104
2024-01-28,Store_2,Product_B,36.01,1,102
2024-01-28,Store_3,Product_B,20.31,0,72
2024-01-28,Store_1,Product_C,48.43,0,105
2024-01-28,Store_2,Product_C,24.84,0,59
2024-01-28,Store_3,Product_C,31.73,0,56
2024-01-28,Store_1,Product_D,41.72,0,91
2024-01-28,Store_2,Product_D,33.69,0,70
2024-01-28,Store_3,Product_D,41.04,0,45
2024-01-29,Store_1,Product_A,48.86,0,67
2024-01-29,Store_2,Product_A,44.83,0,63
2024-01-29,Store_3,Product_A,24.37,0,32
2024-01-29,Store_1,Product_B,36.27,0,53
2024-01-29,Store_2,Product_B,15.23,0,88
2024-01-29,Store_3,Product_B,27.68,1,57
2024-01-29,Store_1,Product_C,23.48,0,102
2024-01-29,Store_2,Product_C,47.94,0,49
2024-01-29,Store_3,Product_C,16.7,0,79
2024-01-29,Store_1,Product_D,44.57,0,78
2024-01-29,Store_2,Product_D,14.48,0,29
2024-01-29,Store_3,Product_D,11.57,1,80
2024-01-30,Store_1,Product_A,47.36,0,59
2024-01-30,Store_2,Product_A,25.9,0,91
2024-01-30,Store_3,Product_A,22.93,0,67
2024-01-30,Store_1,Product_B,29.55,0,81
2024-01-30,Store_2,Product_B,15.03,0,68
2024-01-30,Store_3,Product_B,13.76,1,52
2024-01-30,Store_1,Product_C,19.38,0,31
2024-01-30,Store_2,Product_C,44.58,1,60
2024-01-30,Store_3,Product_C,41.82,0,100
2024-01-30,Store_1,Product_D,25.75,0,58
2024-01-30,Store_2,Product_D,23.94,0,94
2024-01-30,Store_3,Product_D,26.28,1,101
2024-01-31,Store_1,Product_A,13.62,0,69
2024-01-31,Store_2,Product_A,42.31,0,26
2024-01-31,Store_3,Product_A,27.42,0,36
2024-01-31,Store_1,Product_B,23.14,0,78
2024-01-31,Store_2,Product_B,25.85,0,84
2024-01-31,Store_3,Product_B,24.93,0,64
2024-01-31,Store_1,Product_C,33.48,0,70
2024-01-31,Store_2,Product_C,25.19,0,84
2024-01-31,Store_3,Product_C,43.89,1,61
2024-01-31,Store_1,Product_D,31.98,0,39
2024-01-31,Store_2,Product_D,48.22,0,68
2024-01-31,Store_3,Product_D,17.89,0,101
2024-02-01,Store_1,Product_A,14.06,0,28
2024-02-01,Store_2,Product_A,47.18,0,75
2024-02-01,Store_3,Product_A,22.45,0,59
2024-02-01,Store_1,Product_B,42.93,1,97
2024-02-01,Store_2,Product_B,44.38,0,96
2024-02-01,Store_3,Product_B,32.69,0,89
2024-02-01,Store_1,Product_C,26.98,1,88
2024-02-01,Store_2,Product_C,34.06,1,79
2024-02-01,Store_3,Product_C,19.12,1,67
2024-02-01,Store_1,Product_D,24.14,1,79
2024-02-01,Store_2,Product_D,22.08,0,53
2024-02-01,Store_3,Product_D,13.82,0,65
2024-02-02,Store_1,Product_A,26.96,0,58
2024-02-02,Store_2,Product_A,13.83,0,54
2024-02-02,Store_3,Product_A,19.21,0,75
2024-02-02,Store_1,Product_B,33.78,0,91
2024-02-02,Store_2,Product_B,15.46,1,65
2024-02-02,Store_3,Product_B,10.63,0,71
2024-02-02,Store_1,Product_C,14.16,0,51
2024-02-02,Store_2,Product_C,20.6,0,71
2024-02-02,Store_3,Product_C,22.93,0,57
2024-02-02,Store_1,Product_D,43.27,0,86
2024-02-02,Store_2,Product_D,19.35,1,109
2024-02-02,Store_3,Product_D,19.23,0,74
2024-02-03,Store_1,Product_A,36.78,0,90
2024-02-03,Store_2,Product_A,33.22,0,56
2024-02-03,Store_3,Product_A,17.01,1,97
2024-02-03,Store_1,Product_B,26.91,0,107
2024-02-03,Store_2,Product_B,23.9,0,84
2024-02-03,Store_3,Product_B,14.79,0,43
2024-02-03,Store_1,Product_C,40.74,0,33
2024-02-03,Store_2,Product_C,41.52,0,88
2024-02-03,Store_3,Product_C,43.04,0,60
2024-02-03,Store_1,Product_D,19.09,0,43
2024-02-03,Store_2,Product_D,23.85,0,90
2024-02-03,Store_3,Product_D,27.89,0,83
2024-02-04,Store_1,Product_A,16.47,1,114
2024-02-04,Store_2,Product_A,18.34,1,111
2024-02-04,Store_3,Product_A,42.7,0,78
2024-02-04,Store_1,Product_B,15.65,0,53
2024-02-04,Store_2,Product_B,13.24,0,25
2024-02-04,Store_3,Product_B,48.29,0,24
2024-02-04,Store_1,Product_C,15.3,1,66
2024-02-04,Store_2,Product_C,22.7,1,97
2024-02-04,Store_3,Product_C,36.65,1,85
2024-02-04,Store_1,Product_D,48.52,0,87
2024-02-04,Store_2,Product_D,14.88,0,87
2024-02-04,Store_3,Product_D,14.23,0,45
2024-02-05,Store_1,Product_A,10.71,0,22
2024-02-05,Store_2,Product_A,41.23,0,62
2024-02-05,Store_3,Product_A,29.38,0,38
2024-02-05,Store_1,Product_B,19.57,1,130
2024-02-05,Store_2,Product_B,22.13,0,47
2024-02-05,Store_3,Product_B,19.16,0,25
2024-02-05,Store_1,Product_C,36.23,0,79
2024-02-05,Store_2,Product_C,17.78,0,91
2024-02-05,Store_3,Product_C,29.27,0,29
2024-02-05,Store_1,Product_D,26.65,0,23
2024-02-05,Store_2,Product_D,20.39,0,43
2024-02-05,Store_3,Product_D,22.94,0,65
2024-02-06,Store_1,Product_A,48.38,1,92
2024-02-06,Store_2,Product_A,29.97,0,84
2024-02-06,Store_3,Product_A,15.09,0,77
2024-02-06,Store_1,Product_B,25.7,1,99
2024-02-06,Store_2,Product_B,48.21,1,83
2024-02-06,Store_3,Product_B,13.06,1,51
2024-02-06,Store_1,Product_C,20.12,1,57
2024-02-06,Store_2,Product_C,28.0,0,61
2024-02-06,Store_3,Product_C,12.67,0,67
2024-02-06,Store_1,Product_D,27.73,1,77
2024-02-06,Store_2,Product_D,13.39,0,31
2024-02-06,Store_3,Product_D,11.42,0,49
2024-02-07,Store_1,Product_A,24.13,0,40
2024-02-07,Store_2,Product_A,41.35,1,53
2024-02-07,Store_3,Product_A,13.94,0,82
2024-02-07,Store_1,Product_B,13.3,0,92
2024-02-07,Store_2,Product_B,34.99,0,26
2024-02-07,Store_3,Product_B,20.43,0,71
2024-02-07,Store_1,Product_C,29.13,1,84
2024-02-07,Store_2,Product_C,49.2,0,64
2024-02-07,Store_3,Product_C,39.92,0,40
2024-02-07,Store_1,Product_D,14.43,0,41
2024-02-07,Store_2,Product_D,24.89,0,34
2024-02-07,Store_3,Product_D,47.13,0,37
2024-02-08,Store_1,Product_A,45.48,0,62
2024-02-08,Store_2,Product_A,45.17,0,61
2024-02-08,Store_3,Product_A,20.09,1,55
2024-02-08,Store_1,Product_B,32.31,0,41
2024-02-08,Store_2,Product_B,17.1,0,49
2024-02-08,Store_3,Product_B,39.12,0,47
2024-02-08,Store_1,Product_C,39.04,0,24
2024-02-08,Store_2,Product_C,39.31,1,71
2024-02-08,Store_3,Product_C,39.74,0,63
2024-02-08,Store_1,Product_D,44.93,0,49
2024-02-08,Store_2,Product_D,16.4,0,48
2024-02-08,Store_3,Product_D,45.26,0,26
2024-02-09,Store_1,Product_A,26.06,0,26
2024-02-09,Store_2,Product_A,42.6,0,38
2024-02-09,Store_3,Product_A,25.01,0,60
2024-02-09,Store_1,Product_B,39.83,0,96
2024-02-09,Store_2,Product_B,40.35,0,44
2024-02-09,Store_3,Product_B,49.85,1,119
2024-02-09,Store_1,Product_C,35.73,0,25
2024-02-09,Store_2,Product_C,26.5,0,54
2024-02-09,Store_3,Product_C,16.68,0,44
2024-02-09,Store_1,Product_D,29.24,0,36
2024-02-09,Store_2,Product_D,14.17,0,43
2024-02-09,Store_3,Product_D,42.2,0,44
2024-02-10,Store_1,Product_A,22.88,0,51
2024-02-10,Store_2,Product_A,41.4,0,51
2024-02-10,Store_3,Product_A,30.81,1,71
2024-02-10,Store_1,Product_B,24.86,0,78
2024-02-10,Store_2,Product_B,47.32,1,87
2024-02-10,Store_3,Product_B,17.13,0,38
2024-02-10,Store_1,Product_C,43.59,0,46
2024-02-10,Store_2,Product_C,32.62,0,31
2024-02-10,Store_3,Product_C,11.05,0,36
2024-02-10,Store_1,Product_D,20.37,1,87
2024-02-10,Store_2,Product_D,25.08,0,64
2024-02-10,Store_3,Product_D,29.32,0,32
2024-02-11,Store_1,Product_A,11.99,0,94
2024-02-11,Store_2,Product_A,10.54,0,44
2024-02-11,Store_3,Product_A,21.29,0,45
2024-02-11,Store_1,Product_B,20.88,0,35
2024-02-11,Store_2,Product_B,43.79,0,76
2024-02-11,Store_3,Product_B,34.79,0,79
2024-02-11,Store_1,Product_C,22.61,0,81
2024-02-11,Store_2,Product_C,36.55,0,41
2024-02-11,Store_3,Product_C,45.29,0,51
2024-02-11,Store_1,Product_D,49.25,0,37
2024-02-11,Store_2,Product_D,17.92,0,87
2024-02-11,Store_3,Product_D,14.56,0,49
2024-02-12,Store_1,Product_A,26.72,0,77
2024-02-12,Store_2,Product_A,14.59,0,55
2024-02-12,Store_3,Product_A,12.71,0,55
2024-02-12,Store_1,Product_B,43.88,0,104
2024-02-12,Store_2,Product_B,47.83,0,101
2024-02-12,Store_3,Product_B,36.04,0,46
2024-02-12,Store_1,Product_C,30.5,0,100
2024-02-12,Store_2,Product_C,29.89,0,96
2024-02-12,Store_3,Product_C,16.59,0,63
2024-02-12,Store_1,Product_D,45.11,0,36
2024-02-12,Store_2,Product_D,28.05,0,44
2024-02-12,Store_3,Product_D,14.22,0,67
2024-02-13,Store_1,Product_A,25.9,0,77
2024-02-13,Store_2,Product_A,30.93,0,32
2024-02-13,Store_3,Product_A,40.3,0,45
2024-02-13,Store_1,Product_B,46.6,0,29
2024-02-13,Store_2,Product_B,32.31,0,69
2024-02-13,Store_3,Product_B,16.75,1,43
2024-02-13,Store_1,Product_C,11.34,0,65
2024-02-13,Store_2,Product_C,27.61,0,69
2024-02-13,Store_3,Product_C,44.27,1,117
2024-02-13,Store_1,Product_D,29.41,1,59
2024-02-13,Store_2,Product_D,22.92,0,42
2024-02-13,Store_3,Product_D,31.1,0,96
2024-02-14,Store_1,Product_A,18.39,1,72
2024-02-14,Store_2,Product_A,31.63,1,54
2024-02-14,Store_3,Product_A,28.85,0,85
2024-02-14,Store_1,Product_B,31.02,1,55
2024-02-14,Store_2,Product_B,13.49,0,44
2024-02-14,Store_3,Product_B,28.01,0,68
2024-02-14,Store_1,Product_C,27.42,0,91
2024-02-14,Store_2,Product_C,20.16,1,59
2024-02-14,Store_3,Product_C,37.05,0,64
2024-02-14,Store_1,Product_D,16.69,0,48
2024-02-14,Store_2,Product_D,43.48,0,50
2024-02-14,Store_3,Product_D,18.62,1,43
2024-02-15,Store_1,Product_A,11.33,0,46
2024-02-15,Store_2,Product_A,19.31,1,53
2024-02-15,Store_3,Product_A,36.6,0,37
2024-02-15,Store_1,Product_B,25.59,0,47
2024-02-15,Store_2,Product_B,44.58,0,61
2024-02-15,Store_3,Product_B,29.16,1,80
2024-02-15,Store_1,Product_C,11.09,0,53
2024-02-15,Store_2,Product_C,48.51,0,58
2024-02-15,Store_3,Product_C,35.13,0,100
2024-02-15,Store_1,Product_D,14.81,0,42
2024-02-15,Store_2,Product_D,19.68,0,62
2024-02-15,Store_3,Product_D,21.89,0,38
2024-02-16,Store_1,Product_A,33.95,0,83
2024-02-16,Store_2,Product_A,35.05,1,91
2024-02-16,Store_3,Product_A,41.78,0,42
2024-02-16,Store_1,Product_B,32.93,0,87
2024-02-16,Store_2,Product_B,43.25,0,42
2024-02-16,Store_3,Product_B,36.77,1,120
